2024-12-23 12:58:13.241 +03:00 [INF] User profile is available. Using 'C:\Users\h.abumeshref\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2024-12-23 12:58:13.513 +03:00 [INF] LoggingWorker started at "2024-12-23T12:58:13.4949390+03:00"
2024-12-23 13:05:34.576 +03:00 [INF] Worker running at: "2024-12-23T13:05:34.5717143+03:00"
2024-12-23 13:05:35.589 +03:00 [INF] Worker running at: "2024-12-23T13:05:35.5855486+03:00"
2024-12-23 13:05:36.595 +03:00 [INF] Worker running at: "2024-12-23T13:05:36.5916860+03:00"
2024-12-23 13:05:37.609 +03:00 [INF] Worker running at: "2024-12-23T13:05:37.6032887+03:00"
2024-12-23 13:05:38.617 +03:00 [INF] Worker running at: "2024-12-23T13:05:38.6139940+03:00"
2024-12-23 13:05:39.635 +03:00 [INF] Worker running at: "2024-12-23T13:05:39.6307274+03:00"
2024-12-23 13:05:40.646 +03:00 [INF] Worker running at: "2024-12-23T13:05:40.6430379+03:00"
2024-12-23 13:05:41.662 +03:00 [INF] Worker running at: "2024-12-23T13:05:41.6562374+03:00"
2024-12-23 13:05:42.674 +03:00 [INF] Worker running at: "2024-12-23T13:05:42.6715769+03:00"
2024-12-23 13:05:43.681 +03:00 [INF] Worker running at: "2024-12-23T13:05:43.6789594+03:00"
2024-12-23 13:05:44.691 +03:00 [INF] Worker running at: "2024-12-23T13:05:44.6880170+03:00"
2024-12-23 13:05:45.705 +03:00 [INF] Worker running at: "2024-12-23T13:05:45.7019930+03:00"
2024-12-23 13:05:46.718 +03:00 [INF] Worker running at: "2024-12-23T13:05:46.7144451+03:00"
2024-12-23 13:05:47.732 +03:00 [INF] Worker running at: "2024-12-23T13:05:47.7276818+03:00"
2024-12-23 13:05:48.740 +03:00 [INF] Worker running at: "2024-12-23T13:05:48.7375898+03:00"
2024-12-23 13:05:49.747 +03:00 [INF] Worker running at: "2024-12-23T13:05:49.7441474+03:00"
2024-12-23 13:05:50.758 +03:00 [INF] Worker running at: "2024-12-23T13:05:50.7533592+03:00"
2024-12-23 13:05:51.765 +03:00 [INF] Worker running at: "2024-12-23T13:05:51.7616613+03:00"
2024-12-23 13:05:52.772 +03:00 [INF] Worker running at: "2024-12-23T13:05:52.7683649+03:00"
2024-12-23 13:05:53.783 +03:00 [INF] Worker running at: "2024-12-23T13:05:53.7790259+03:00"
2024-12-23 13:05:54.794 +03:00 [INF] Worker running at: "2024-12-23T13:05:54.7903511+03:00"
2024-12-23 13:05:55.809 +03:00 [INF] Worker running at: "2024-12-23T13:05:55.8073995+03:00"
2024-12-23 13:05:56.822 +03:00 [INF] Worker running at: "2024-12-23T13:05:56.8199027+03:00"
2024-12-23 13:05:57.837 +03:00 [INF] Worker running at: "2024-12-23T13:05:57.8318829+03:00"
2024-12-23 13:05:58.850 +03:00 [INF] Worker running at: "2024-12-23T13:05:58.8468078+03:00"
2024-12-23 13:05:59.870 +03:00 [INF] Worker running at: "2024-12-23T13:05:59.8653266+03:00"
2024-12-23 13:06:00.881 +03:00 [INF] Worker running at: "2024-12-23T13:06:00.8769580+03:00"
2024-12-23 13:06:01.892 +03:00 [INF] Worker running at: "2024-12-23T13:06:01.8887900+03:00"
2024-12-23 13:06:02.906 +03:00 [INF] Worker running at: "2024-12-23T13:06:02.9023274+03:00"
2024-12-23 13:06:03.920 +03:00 [INF] Worker running at: "2024-12-23T13:06:03.9141790+03:00"
2024-12-23 13:06:04.929 +03:00 [INF] Worker running at: "2024-12-23T13:06:04.9229851+03:00"
2024-12-23 13:06:05.945 +03:00 [INF] Worker running at: "2024-12-23T13:06:05.9406590+03:00"
2024-12-23 13:06:06.962 +03:00 [INF] Worker running at: "2024-12-23T13:06:06.9599073+03:00"
2024-12-23 13:06:07.972 +03:00 [INF] Worker running at: "2024-12-23T13:06:07.9699641+03:00"
2024-12-23 13:06:08.984 +03:00 [INF] Worker running at: "2024-12-23T13:06:08.9822811+03:00"
2024-12-23 13:06:09.999 +03:00 [INF] Worker running at: "2024-12-23T13:06:09.9958864+03:00"
2024-12-23 13:06:11.013 +03:00 [INF] Worker running at: "2024-12-23T13:06:11.0046364+03:00"
2024-12-23 13:06:12.012 +03:00 [INF] Worker running at: "2024-12-23T13:06:12.0048548+03:00"
2024-12-23 13:06:13.026 +03:00 [INF] Worker running at: "2024-12-23T13:06:13.0211041+03:00"
2024-12-23 13:06:14.040 +03:00 [INF] Worker running at: "2024-12-23T13:06:14.0364702+03:00"
2024-12-23 13:06:15.054 +03:00 [INF] Worker running at: "2024-12-23T13:06:15.0518731+03:00"
2024-12-23 13:06:16.072 +03:00 [INF] Worker running at: "2024-12-23T13:06:16.0684602+03:00"
2024-12-23 13:06:17.088 +03:00 [INF] Worker running at: "2024-12-23T13:06:17.0847844+03:00"
2024-12-23 13:06:18.103 +03:00 [INF] Worker running at: "2024-12-23T13:06:18.1002121+03:00"
2024-12-23 13:06:19.122 +03:00 [INF] Worker running at: "2024-12-23T13:06:19.1186134+03:00"
2024-12-23 13:06:20.146 +03:00 [INF] Worker running at: "2024-12-23T13:06:20.1385228+03:00"
2024-12-23 13:06:21.154 +03:00 [INF] Worker running at: "2024-12-23T13:06:21.1507826+03:00"
2024-12-23 13:06:22.171 +03:00 [INF] Worker running at: "2024-12-23T13:06:22.1667275+03:00"
2024-12-23 13:06:23.173 +03:00 [INF] Worker running at: "2024-12-23T13:06:23.1679625+03:00"
2024-12-23 13:06:24.185 +03:00 [INF] Worker running at: "2024-12-23T13:06:24.1818071+03:00"
2024-12-23 13:06:25.201 +03:00 [INF] Worker running at: "2024-12-23T13:06:25.1970008+03:00"
2024-12-23 13:06:26.204 +03:00 [INF] Worker running at: "2024-12-23T13:06:26.1995254+03:00"
2024-12-23 13:06:27.207 +03:00 [INF] Worker running at: "2024-12-23T13:06:27.2012901+03:00"
2024-12-23 13:06:28.219 +03:00 [INF] Worker running at: "2024-12-23T13:06:28.2153612+03:00"
2024-12-23 13:06:29.224 +03:00 [INF] Worker running at: "2024-12-23T13:06:29.2179146+03:00"
2024-12-23 13:06:30.223 +03:00 [INF] Worker running at: "2024-12-23T13:06:30.2192340+03:00"
2024-12-23 13:06:31.241 +03:00 [INF] Worker running at: "2024-12-23T13:06:31.2348244+03:00"
2024-12-23 13:06:32.241 +03:00 [INF] Worker running at: "2024-12-23T13:06:32.2356860+03:00"
2024-12-23 13:06:33.259 +03:00 [INF] Worker running at: "2024-12-23T13:06:33.2523707+03:00"
2024-12-23 13:06:34.261 +03:00 [INF] Worker running at: "2024-12-23T13:06:34.2540755+03:00"
2024-12-23 13:06:35.271 +03:00 [INF] Worker running at: "2024-12-23T13:06:35.2659794+03:00"
2024-12-23 13:06:36.289 +03:00 [INF] Worker running at: "2024-12-23T13:06:36.2847651+03:00"
2024-12-23 13:06:37.292 +03:00 [INF] Worker running at: "2024-12-23T13:06:37.2880013+03:00"
2024-12-23 13:06:38.290 +03:00 [INF] Worker running at: "2024-12-23T13:06:38.2868103+03:00"
2024-12-23 13:06:39.304 +03:00 [INF] Worker running at: "2024-12-23T13:06:39.3006823+03:00"
2024-12-23 13:06:40.325 +03:00 [INF] Worker running at: "2024-12-23T13:06:40.3196858+03:00"
2024-12-23 13:06:41.338 +03:00 [INF] Worker running at: "2024-12-23T13:06:41.3345233+03:00"
2024-12-23 13:06:42.339 +03:00 [INF] Worker running at: "2024-12-23T13:06:42.3346219+03:00"
2024-12-23 13:06:43.365 +03:00 [INF] Worker running at: "2024-12-23T13:06:43.3537238+03:00"
2024-12-23 13:06:44.372 +03:00 [INF] Worker running at: "2024-12-23T13:06:44.3683023+03:00"
2024-12-23 13:06:45.388 +03:00 [INF] Worker running at: "2024-12-23T13:06:45.3837563+03:00"
2024-12-23 13:06:46.403 +03:00 [INF] Worker running at: "2024-12-23T13:06:46.3970342+03:00"
2024-12-23 13:06:47.420 +03:00 [INF] Worker running at: "2024-12-23T13:06:47.4166160+03:00"
2024-12-23 13:06:48.421 +03:00 [INF] Worker running at: "2024-12-23T13:06:48.4170849+03:00"
2024-12-23 13:06:49.438 +03:00 [INF] Worker running at: "2024-12-23T13:06:49.4319401+03:00"
2024-12-23 13:06:50.440 +03:00 [INF] Worker running at: "2024-12-23T13:06:50.4334829+03:00"
2024-12-23 13:06:51.441 +03:00 [INF] Worker running at: "2024-12-23T13:06:51.4364752+03:00"
2024-12-23 13:06:52.454 +03:00 [INF] Worker running at: "2024-12-23T13:06:52.4499042+03:00"
2024-12-23 13:06:53.469 +03:00 [INF] Worker running at: "2024-12-23T13:06:53.4657738+03:00"
2024-12-23 13:06:54.473 +03:00 [INF] Worker running at: "2024-12-23T13:06:54.4704826+03:00"
2024-12-23 13:06:55.493 +03:00 [INF] Worker running at: "2024-12-23T13:06:55.4871925+03:00"
2024-12-23 13:06:56.512 +03:00 [INF] Worker running at: "2024-12-23T13:06:56.5016284+03:00"
2024-12-23 13:06:57.522 +03:00 [INF] Worker running at: "2024-12-23T13:06:57.5166486+03:00"
2024-12-23 13:06:58.521 +03:00 [INF] Worker running at: "2024-12-23T13:06:58.5176555+03:00"
2024-12-23 13:06:59.535 +03:00 [INF] Worker running at: "2024-12-23T13:06:59.5261975+03:00"
2024-12-23 13:07:00.546 +03:00 [INF] Worker running at: "2024-12-23T13:07:00.5422365+03:00"
2024-12-23 13:07:01.574 +03:00 [INF] Worker running at: "2024-12-23T13:07:01.5545078+03:00"
2024-12-23 13:07:02.577 +03:00 [INF] Worker running at: "2024-12-23T13:07:02.5722922+03:00"
2024-12-23 13:07:03.599 +03:00 [INF] Worker running at: "2024-12-23T13:07:03.5920204+03:00"
2024-12-23 13:07:04.612 +03:00 [INF] Worker running at: "2024-12-23T13:07:04.6030347+03:00"
2024-12-23 13:07:05.625 +03:00 [INF] Worker running at: "2024-12-23T13:07:05.6187177+03:00"
2024-12-23 13:07:06.647 +03:00 [INF] Worker running at: "2024-12-23T13:07:06.6406854+03:00"
2024-12-23 13:07:07.653 +03:00 [INF] Worker running at: "2024-12-23T13:07:07.6487717+03:00"
2024-12-23 13:07:08.662 +03:00 [INF] Worker running at: "2024-12-23T13:07:08.6581299+03:00"
2024-12-23 13:07:09.673 +03:00 [INF] Worker running at: "2024-12-23T13:07:09.6606044+03:00"
2024-12-23 13:07:10.683 +03:00 [INF] Worker running at: "2024-12-23T13:07:10.6779647+03:00"
2024-12-23 13:07:11.690 +03:00 [INF] Worker running at: "2024-12-23T13:07:11.6795411+03:00"
2024-12-23 13:07:12.705 +03:00 [INF] Worker running at: "2024-12-23T13:07:12.6953467+03:00"
2024-12-23 13:07:13.712 +03:00 [INF] Worker running at: "2024-12-23T13:07:13.7068293+03:00"
2024-12-23 13:07:14.734 +03:00 [INF] Worker running at: "2024-12-23T13:07:14.7230926+03:00"
2024-12-23 13:07:15.743 +03:00 [INF] Worker running at: "2024-12-23T13:07:15.7393873+03:00"
2024-12-23 13:07:16.760 +03:00 [INF] Worker running at: "2024-12-23T13:07:16.7547696+03:00"
2024-12-23 13:07:17.778 +03:00 [INF] Worker running at: "2024-12-23T13:07:17.7735596+03:00"
2024-12-23 13:07:18.785 +03:00 [INF] Worker running at: "2024-12-23T13:07:18.7786177+03:00"
2024-12-23 13:07:19.784 +03:00 [INF] Worker running at: "2024-12-23T13:07:19.7791646+03:00"
2024-12-23 13:07:20.789 +03:00 [INF] Worker running at: "2024-12-23T13:07:20.7834095+03:00"
2024-12-23 13:07:21.799 +03:00 [INF] Worker running at: "2024-12-23T13:07:21.7933001+03:00"
2024-12-23 13:07:22.810 +03:00 [INF] Worker running at: "2024-12-23T13:07:22.8018773+03:00"
2024-12-23 13:07:23.828 +03:00 [INF] Worker running at: "2024-12-23T13:07:23.8220353+03:00"
2024-12-23 13:07:24.835 +03:00 [INF] Worker running at: "2024-12-23T13:07:24.8289207+03:00"
2024-12-23 13:07:25.849 +03:00 [INF] Worker running at: "2024-12-23T13:07:25.8321211+03:00"
2024-12-23 13:07:26.862 +03:00 [INF] Worker running at: "2024-12-23T13:07:26.8573548+03:00"
2024-12-23 13:07:27.870 +03:00 [INF] Worker running at: "2024-12-23T13:07:27.8657943+03:00"
2024-12-23 13:07:28.884 +03:00 [INF] Worker running at: "2024-12-23T13:07:28.8759984+03:00"
2024-12-23 13:07:29.897 +03:00 [INF] Worker running at: "2024-12-23T13:07:29.8898938+03:00"
2024-12-23 13:07:30.908 +03:00 [INF] Worker running at: "2024-12-23T13:07:30.9038106+03:00"
2024-12-23 13:07:31.918 +03:00 [INF] Worker running at: "2024-12-23T13:07:31.9118754+03:00"
2024-12-23 13:07:32.920 +03:00 [INF] Worker running at: "2024-12-23T13:07:32.9173391+03:00"
2024-12-23 13:07:33.936 +03:00 [INF] Worker running at: "2024-12-23T13:07:33.9277121+03:00"
2024-12-23 13:07:34.944 +03:00 [INF] Worker running at: "2024-12-23T13:07:34.9410780+03:00"
2024-12-23 13:07:35.956 +03:00 [INF] Worker running at: "2024-12-23T13:07:35.9489486+03:00"
2024-12-23 13:07:36.956 +03:00 [INF] Worker running at: "2024-12-23T13:07:36.9493238+03:00"
2024-12-23 13:07:37.969 +03:00 [INF] Worker running at: "2024-12-23T13:07:37.9642090+03:00"
2024-12-23 13:07:38.977 +03:00 [INF] Worker running at: "2024-12-23T13:07:38.9732085+03:00"
2024-12-23 13:07:39.984 +03:00 [INF] Worker running at: "2024-12-23T13:07:39.9801996+03:00"
2024-12-23 13:07:40.988 +03:00 [INF] Worker running at: "2024-12-23T13:07:40.9824167+03:00"
2024-12-23 13:07:41.994 +03:00 [INF] Worker running at: "2024-12-23T13:07:41.9870206+03:00"
2024-12-23 13:07:43.005 +03:00 [INF] Worker running at: "2024-12-23T13:07:42.9989182+03:00"
2024-12-23 13:07:44.010 +03:00 [INF] Worker running at: "2024-12-23T13:07:44.0057194+03:00"
2024-12-23 13:07:45.022 +03:00 [INF] Worker running at: "2024-12-23T13:07:45.0145266+03:00"
2024-12-23 13:07:46.032 +03:00 [INF] Worker running at: "2024-12-23T13:07:46.0269917+03:00"
2024-12-23 13:07:47.048 +03:00 [INF] Worker running at: "2024-12-23T13:07:47.0409647+03:00"
2024-12-23 13:07:48.063 +03:00 [INF] Worker running at: "2024-12-23T13:07:48.0576439+03:00"
2024-12-23 13:07:49.076 +03:00 [INF] Worker running at: "2024-12-23T13:07:49.0698163+03:00"
2024-12-23 13:07:50.086 +03:00 [INF] Worker running at: "2024-12-23T13:07:50.0798705+03:00"
2024-12-23 13:07:51.096 +03:00 [INF] Worker running at: "2024-12-23T13:07:51.0897638+03:00"
2024-12-23 13:07:52.111 +03:00 [INF] Worker running at: "2024-12-23T13:07:52.1060281+03:00"
2024-12-23 13:07:53.112 +03:00 [INF] Worker running at: "2024-12-23T13:07:53.1097866+03:00"
2024-12-23 13:07:54.122 +03:00 [INF] Worker running at: "2024-12-23T13:07:54.1174876+03:00"
2024-12-23 13:07:55.135 +03:00 [INF] Worker running at: "2024-12-23T13:07:55.1314744+03:00"
2024-12-23 13:07:56.144 +03:00 [INF] Worker running at: "2024-12-23T13:07:56.1338361+03:00"
2024-12-23 13:07:57.141 +03:00 [INF] Worker running at: "2024-12-23T13:07:57.1346055+03:00"
2024-12-23 13:07:58.154 +03:00 [INF] Worker running at: "2024-12-23T13:07:58.1500858+03:00"
2024-12-23 13:07:59.172 +03:00 [INF] Worker running at: "2024-12-23T13:07:59.1667001+03:00"
2024-12-23 13:08:00.189 +03:00 [INF] Worker running at: "2024-12-23T13:08:00.1846917+03:00"
2024-12-23 13:08:01.204 +03:00 [INF] Worker running at: "2024-12-23T13:08:01.2007077+03:00"
2024-12-23 13:08:02.207 +03:00 [INF] Worker running at: "2024-12-23T13:08:02.2022669+03:00"
2024-12-23 13:08:03.204 +03:00 [INF] Worker running at: "2024-12-23T13:08:03.2003573+03:00"
2024-12-23 13:08:04.218 +03:00 [INF] Worker running at: "2024-12-23T13:08:04.2145703+03:00"
2024-12-23 13:08:05.231 +03:00 [INF] Worker running at: "2024-12-23T13:08:05.2248698+03:00"
2024-12-23 13:08:06.240 +03:00 [INF] Worker running at: "2024-12-23T13:08:06.2358459+03:00"
2024-12-23 13:08:07.251 +03:00 [INF] Worker running at: "2024-12-23T13:08:07.2479546+03:00"
2024-12-23 13:08:08.260 +03:00 [INF] Worker running at: "2024-12-23T13:08:08.2571423+03:00"
2024-12-23 13:08:09.269 +03:00 [INF] Worker running at: "2024-12-23T13:08:09.2659221+03:00"
2024-12-23 13:08:10.293 +03:00 [INF] Worker running at: "2024-12-23T13:08:10.2772959+03:00"
2024-12-23 13:08:11.308 +03:00 [INF] Worker running at: "2024-12-23T13:08:11.3007852+03:00"
2024-12-23 13:08:12.306 +03:00 [INF] Worker running at: "2024-12-23T13:08:12.3007273+03:00"
2024-12-23 13:08:13.316 +03:00 [INF] Worker running at: "2024-12-23T13:08:13.3123695+03:00"
2024-12-23 13:08:14.325 +03:00 [INF] Worker running at: "2024-12-23T13:08:14.3191523+03:00"
2024-12-23 13:08:15.370 +03:00 [INF] Worker running at: "2024-12-23T13:08:15.3358752+03:00"
2024-12-23 13:08:16.385 +03:00 [INF] Worker running at: "2024-12-23T13:08:16.3822776+03:00"
2024-12-23 13:08:17.387 +03:00 [INF] Worker running at: "2024-12-23T13:08:17.3825413+03:00"
2024-12-23 13:08:18.386 +03:00 [INF] Worker running at: "2024-12-23T13:08:18.3835311+03:00"
2024-12-23 13:08:19.403 +03:00 [INF] Worker running at: "2024-12-23T13:08:19.3979732+03:00"
2024-12-23 13:08:20.404 +03:00 [INF] Worker running at: "2024-12-23T13:08:20.3990682+03:00"
2024-12-23 13:08:21.405 +03:00 [INF] Worker running at: "2024-12-23T13:08:21.4022257+03:00"
2024-12-23 13:08:22.423 +03:00 [INF] Worker running at: "2024-12-23T13:08:22.4179068+03:00"
2024-12-23 13:08:23.438 +03:00 [INF] Worker running at: "2024-12-23T13:08:23.4321290+03:00"
2024-12-23 13:08:24.452 +03:00 [INF] Worker running at: "2024-12-23T13:08:24.4489276+03:00"
2024-12-23 13:08:25.455 +03:00 [INF] Worker running at: "2024-12-23T13:08:25.4506895+03:00"
2024-12-23 13:08:26.466 +03:00 [INF] Worker running at: "2024-12-23T13:08:26.4575909+03:00"
2024-12-23 13:08:27.482 +03:00 [INF] Worker running at: "2024-12-23T13:08:27.4773878+03:00"
2024-12-23 13:08:28.486 +03:00 [INF] Worker running at: "2024-12-23T13:08:28.4802300+03:00"
2024-12-23 13:08:29.504 +03:00 [INF] Worker running at: "2024-12-23T13:08:29.4991242+03:00"
2024-12-23 13:08:30.512 +03:00 [INF] Worker running at: "2024-12-23T13:08:30.5063299+03:00"
2024-12-23 13:08:31.519 +03:00 [INF] Worker running at: "2024-12-23T13:08:31.5162251+03:00"
2024-12-23 13:08:32.520 +03:00 [INF] Worker running at: "2024-12-23T13:08:32.5159110+03:00"
2024-12-23 13:08:33.528 +03:00 [INF] Worker running at: "2024-12-23T13:08:33.5239219+03:00"
2024-12-23 13:08:34.538 +03:00 [INF] Worker running at: "2024-12-23T13:08:34.5308244+03:00"
2024-12-23 13:08:35.549 +03:00 [INF] Worker running at: "2024-12-23T13:08:35.5456945+03:00"
2024-12-23 13:08:36.560 +03:00 [INF] Worker running at: "2024-12-23T13:08:36.5559071+03:00"
2024-12-23 13:08:37.581 +03:00 [INF] Worker running at: "2024-12-23T13:08:37.5733278+03:00"
2024-12-23 13:08:38.590 +03:00 [INF] Worker running at: "2024-12-23T13:08:38.5858556+03:00"
2024-12-23 13:08:39.608 +03:00 [INF] Worker running at: "2024-12-23T13:08:39.5991526+03:00"
2024-12-23 13:08:40.608 +03:00 [INF] Worker running at: "2024-12-23T13:08:40.6035234+03:00"
2024-12-23 13:08:41.617 +03:00 [INF] Worker running at: "2024-12-23T13:08:41.6146275+03:00"
2024-12-23 13:08:42.626 +03:00 [INF] Worker running at: "2024-12-23T13:08:42.6231293+03:00"
2024-12-23 13:08:43.644 +03:00 [INF] Worker running at: "2024-12-23T13:08:43.6394875+03:00"
2024-12-23 13:08:44.664 +03:00 [INF] Worker running at: "2024-12-23T13:08:44.6559987+03:00"
2024-12-23 13:08:45.678 +03:00 [INF] Worker running at: "2024-12-23T13:08:45.6712658+03:00"
2024-12-23 13:08:46.699 +03:00 [INF] Worker running at: "2024-12-23T13:08:46.6920213+03:00"
2024-12-23 13:08:47.709 +03:00 [INF] Worker running at: "2024-12-23T13:08:47.7030828+03:00"
2024-12-23 13:08:48.721 +03:00 [INF] Worker running at: "2024-12-23T13:08:48.7159484+03:00"
2024-12-23 13:08:49.743 +03:00 [INF] Worker running at: "2024-12-23T13:08:49.7364304+03:00"
2024-12-23 13:08:50.758 +03:00 [INF] Worker running at: "2024-12-23T13:08:50.7524319+03:00"
2024-12-23 13:08:51.762 +03:00 [INF] Worker running at: "2024-12-23T13:08:51.7529717+03:00"
2024-12-23 13:08:52.779 +03:00 [INF] Worker running at: "2024-12-23T13:08:52.7685814+03:00"
2024-12-23 13:08:53.785 +03:00 [INF] Worker running at: "2024-12-23T13:08:53.7807231+03:00"
2024-12-23 13:08:54.801 +03:00 [INF] Worker running at: "2024-12-23T13:08:54.7871509+03:00"
2024-12-23 13:08:55.827 +03:00 [INF] Worker running at: "2024-12-23T13:08:55.8153383+03:00"
2024-12-23 13:08:56.843 +03:00 [INF] Worker running at: "2024-12-23T13:08:56.8379209+03:00"
2024-12-23 13:08:57.852 +03:00 [INF] Worker running at: "2024-12-23T13:08:57.8474494+03:00"
2024-12-23 13:08:58.871 +03:00 [INF] Worker running at: "2024-12-23T13:08:58.8628682+03:00"
2024-12-23 13:08:59.887 +03:00 [INF] Worker running at: "2024-12-23T13:08:59.8824263+03:00"
2024-12-23 13:09:00.898 +03:00 [INF] Worker running at: "2024-12-23T13:09:00.8942630+03:00"
2024-12-23 13:09:01.914 +03:00 [INF] Worker running at: "2024-12-23T13:09:01.9100427+03:00"
2024-12-23 13:09:02.919 +03:00 [INF] Worker running at: "2024-12-23T13:09:02.9154173+03:00"
2024-12-23 13:09:03.931 +03:00 [INF] Worker running at: "2024-12-23T13:09:03.9242242+03:00"
2024-12-23 13:09:04.945 +03:00 [INF] Worker running at: "2024-12-23T13:09:04.9389019+03:00"
2024-12-23 13:09:05.953 +03:00 [INF] Worker running at: "2024-12-23T13:09:05.9401528+03:00"
2024-12-23 13:09:06.962 +03:00 [INF] Worker running at: "2024-12-23T13:09:06.9572889+03:00"
2024-12-23 13:09:07.964 +03:00 [INF] Worker running at: "2024-12-23T13:09:07.9611183+03:00"
2024-12-23 13:09:08.975 +03:00 [INF] Worker running at: "2024-12-23T13:09:08.9670894+03:00"
2024-12-23 13:09:09.981 +03:00 [INF] Worker running at: "2024-12-23T13:09:09.9747481+03:00"
2024-12-23 13:09:10.983 +03:00 [INF] Worker running at: "2024-12-23T13:09:10.9803089+03:00"
2024-12-23 13:09:11.986 +03:00 [INF] Worker running at: "2024-12-23T13:09:11.9818771+03:00"
2024-12-23 13:09:12.997 +03:00 [INF] Worker running at: "2024-12-23T13:09:12.9923670+03:00"
2024-12-23 13:09:14.001 +03:00 [INF] Worker running at: "2024-12-23T13:09:13.9966930+03:00"
2024-12-23 13:09:15.014 +03:00 [INF] Worker running at: "2024-12-23T13:09:15.0067434+03:00"
2024-12-23 13:09:16.014 +03:00 [INF] Worker running at: "2024-12-23T13:09:16.0097989+03:00"
2024-12-23 13:09:17.027 +03:00 [INF] Worker running at: "2024-12-23T13:09:17.0226227+03:00"
2024-12-23 13:09:18.048 +03:00 [INF] Worker running at: "2024-12-23T13:09:18.0383734+03:00"
2024-12-23 13:09:19.057 +03:00 [INF] Worker running at: "2024-12-23T13:09:19.0534032+03:00"
2024-12-23 13:09:20.089 +03:00 [INF] Worker running at: "2024-12-23T13:09:20.0685963+03:00"
2024-12-23 13:09:21.109 +03:00 [INF] Worker running at: "2024-12-23T13:09:21.0992509+03:00"
2024-12-23 13:09:22.121 +03:00 [INF] Worker running at: "2024-12-23T13:09:22.1186675+03:00"
2024-12-23 13:09:23.134 +03:00 [INF] Worker running at: "2024-12-23T13:09:23.1294859+03:00"
2024-12-23 13:09:24.149 +03:00 [INF] Worker running at: "2024-12-23T13:09:24.1451882+03:00"
2024-12-23 13:09:25.170 +03:00 [INF] Worker running at: "2024-12-23T13:09:25.1573179+03:00"
2024-12-23 13:09:26.184 +03:00 [INF] Worker running at: "2024-12-23T13:09:26.1720187+03:00"
2024-12-23 13:09:27.186 +03:00 [INF] Worker running at: "2024-12-23T13:09:27.1779998+03:00"
2024-12-23 13:09:28.208 +03:00 [INF] Worker running at: "2024-12-23T13:09:28.1925329+03:00"
2024-12-23 13:09:29.218 +03:00 [INF] Worker running at: "2024-12-23T13:09:29.2107327+03:00"
2024-12-23 13:09:30.216 +03:00 [INF] Worker running at: "2024-12-23T13:09:30.2116078+03:00"
2024-12-23 13:09:31.232 +03:00 [INF] Worker running at: "2024-12-23T13:09:31.2208961+03:00"
2024-12-23 13:09:32.250 +03:00 [INF] Worker running at: "2024-12-23T13:09:32.2471421+03:00"
2024-12-23 13:09:33.266 +03:00 [INF] Worker running at: "2024-12-23T13:09:33.2616608+03:00"
2024-12-23 13:09:34.295 +03:00 [INF] Worker running at: "2024-12-23T13:09:34.2774456+03:00"
2024-12-23 13:09:35.314 +03:00 [INF] Worker running at: "2024-12-23T13:09:35.3061056+03:00"
2024-12-23 13:09:36.335 +03:00 [INF] Worker running at: "2024-12-23T13:09:36.3279422+03:00"
2024-12-23 13:09:37.359 +03:00 [INF] Worker running at: "2024-12-23T13:09:37.3472050+03:00"
2024-12-23 13:09:38.380 +03:00 [INF] Worker running at: "2024-12-23T13:09:38.3720600+03:00"
2024-12-23 13:09:39.387 +03:00 [INF] Worker running at: "2024-12-23T13:09:39.3814610+03:00"
2024-12-23 13:09:40.400 +03:00 [INF] Worker running at: "2024-12-23T13:09:40.3943427+03:00"
2024-12-23 13:09:41.414 +03:00 [INF] Worker running at: "2024-12-23T13:09:41.4054109+03:00"
2024-12-23 13:09:42.419 +03:00 [INF] Worker running at: "2024-12-23T13:09:42.4163455+03:00"
2024-12-23 13:09:43.436 +03:00 [INF] Worker running at: "2024-12-23T13:09:43.4292973+03:00"
2024-12-23 13:09:44.447 +03:00 [INF] Worker running at: "2024-12-23T13:09:44.4378232+03:00"
2024-12-23 13:09:45.467 +03:00 [INF] Worker running at: "2024-12-23T13:09:45.4618677+03:00"
2024-12-23 13:09:46.481 +03:00 [INF] Worker running at: "2024-12-23T13:09:46.4715128+03:00"
2024-12-23 13:09:47.491 +03:00 [INF] Worker running at: "2024-12-23T13:09:47.4872132+03:00"
2024-12-23 13:09:48.510 +03:00 [INF] Worker running at: "2024-12-23T13:09:48.5053897+03:00"
2024-12-23 13:09:49.539 +03:00 [INF] Worker running at: "2024-12-23T13:09:49.5315713+03:00"
2024-12-23 13:09:50.544 +03:00 [INF] Worker running at: "2024-12-23T13:09:50.5400312+03:00"
2024-12-23 13:09:51.554 +03:00 [INF] Worker running at: "2024-12-23T13:09:51.5499230+03:00"
2024-12-23 13:09:52.562 +03:00 [INF] Worker running at: "2024-12-23T13:09:52.5584220+03:00"
2024-12-23 13:09:53.570 +03:00 [INF] Worker running at: "2024-12-23T13:09:53.5669595+03:00"
2024-12-23 13:09:54.580 +03:00 [INF] Worker running at: "2024-12-23T13:09:54.5764503+03:00"
2024-12-23 13:09:55.596 +03:00 [INF] Worker running at: "2024-12-23T13:09:55.5927174+03:00"
2024-12-23 13:09:56.607 +03:00 [INF] Worker running at: "2024-12-23T13:09:56.6038719+03:00"
2024-12-23 13:09:57.621 +03:00 [INF] Worker running at: "2024-12-23T13:09:57.6166986+03:00"
